,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
CCK,0.012062911555200614,0.013960769593898713,-0.0043251744900198305,0.09439300112376539,0.007402553320723475,0.0656516520291579,0.028255223556144186,-0.02792323323045911,0.17051007667378118,0.19057498578693674,-0.02877104185920547,0.03670715956630116,0.056839838491616536,0.05105136165213658,-0.010552211107483295,-0.11970619898247528
SEMA6A,0.0498659165061533,0.059685633928047106,-0.005675725280379199,0.03426465060224867,0.02720117947183455,-0.061022371687889834,0.007549683320384699,0.0692600600368619,-0.047426846372067774,-0.13113685752143173,0.05944180841434797,-0.012380903506878788,0.017338076158099913,-0.059147314606817374,0.08425205473043876,0.11561270241879597
IRAK4,-0.02578084821983805,0.0665015430393445,0.004316453359005187,-0.0033890712730206586,-0.006704607610781791,-0.060814549449088914,-0.02262821491798867,-0.016641677398143817,-0.04512660333556032,-0.055653839223354123,0.050765295545665286,-0.06540785713088462,-0.0372374787762307,-0.06851646424734861,0.04720944187257832,0.001107763870907697
GSTP1,0.030412672736615933,-0.018014913714682262,-0.02338546209130283,0.03603350594837319,-0.007825706997061576,-0.04299039002831753,-0.028095575131327884,0.03455389022575979,-0.07919205898364898,-0.10421743519995998,-0.02990129010119415,0.02390953044611776,-0.01789677653951544,-0.03323955403093746,-0.05194526106475079,0.1257729501060771
VCAM1,-0.01718261870841158,0.03197401527074079,0.00563194760579239,-0.08520742050566671,0.0022433629344699537,-0.08311000451215304,0.03583049724251193,-0.028695519853348207,0.003132984327823863,-0.035270999248836414,0.09309713736212138,0.0004697347811535166,-0.04872007948769962,0.02673877028537662,0.03356249531392288,0.05828008266774398
NXPH3,-0.020829669184010597,-0.0038385184925281927,0.04199715336194509,0.00906867026172539,0.05915697261307064,0.014454197930528349,0.007575257021876186,-0.01615097049441584,0.0627178933234311,-0.03197142539835271,0.027971991532413705,0.02697810978545807,0.049341953015184147,-0.048689966463594206,-0.012049800654146504,0.03133129693970264
MTMR4,0.03085456075647423,-0.017162683886050883,0.013726445273553335,-0.04170695927094892,0.07390292775653834,0.013070278688258594,-0.00312825671774539,0.017674988927283197,0.05418001126798936,0.034929437804817075,0.04660112253027433,-0.0043579055049397415,0.02511032777627519,0.07487824828891804,0.04357830469121564,0.07260193845933159
LAMC2,0.05493251853485289,,0.0738707267165758,,-0.03964778036761618,,0.04859720708085674,,,,,-0.025053714877550134,-0.016884817929546294,,-0.01737409272520794,
IL10,-0.024932114606474123,0.005172590905049569,-0.005510426780229908,0.004350848682358675,,-0.0318356661183134,-0.0065608828028655775,,-0.048019672954627654,-0.01838606151155482,-0.02221890943785699,-0.0241667140268949,0.0168398465092184,,-0.01713468499083532,
SEMA4D,0.03447231953150184,-0.041273099057829166,-0.025034241656198324,0.04923997095699175,0.002270619017737401,-0.006464553241430651,0.021873017056269713,0.00097149623993234,-0.08584671642822557,0.04308145320523694,-0.020695246954981466,0.0033084685080696417,0.0043616944251346065,-0.024317646535754404,0.05180066414864401,0.21120752818286193
TRH,-0.05695407360555956,,0.06744030073151809,-0.011314797155469252,0.05895224253811638,-0.05026160874086884,0.010417486885065805,,0.023886265577555483,-0.010440800953765907,,-0.015539961007021688,-0.016221366291801674,-0.03551419362333832,0.04423486541097062,
SEMA6D,-0.007454805842895783,-0.029515361032097846,-0.003047606567344734,0.05076603130085153,-0.008227453854256064,-0.05109103580739581,0.01840736484141618,-0.016769679239416278,0.11243261047437712,-0.07748625832935492,0.03415227287999157,0.04330916461364876,0.03196969527045677,-0.07610781683862022,0.06108229432434364,0.0323365664950875
CEL,,,,-0.02232291616323062,,,,,,,0.1246293896565504,-0.03806593962947428,-0.02367327882890442,,-0.0035708647873128143,
PDCD1LG2,0.026413598462667172,0.030792789775457553,-0.003192613941318818,-0.025157470758199598,-0.01387160057652917,-0.036518850763081694,0.029539598803475613,-0.007840990201579634,-0.07290293536198135,-0.03145154210566101,0.0982325910297046,0.04757343617254893,0.0020594550339941863,,-0.02709109660898187,
SPINT1,-0.03129781934062579,-0.038257873179131284,-0.012333170313508123,0.1572761285303682,0.01769994259138025,0.014259966496858026,0.02978421029883208,0.002561863520106404,0.0434718388315646,0.038038289282995706,-0.02791825618921679,0.030805466574781167,0.004236582510308765,,-0.021928255095195203,
CTHRC1,0.030683807632747195,0.05951482200673618,-0.03391713183267223,-0.034468023888547104,0.0073454820295282205,-0.04466634563081498,-0.016607804432541083,0.043035209619898755,-0.06029276706834726,-0.03795980854238233,0.05888945628783999,-0.015362919076626198,-0.05565404558124089,,0.017548841598915135,-0.07948370868491224
PODXL,0.014126913384685517,-0.020337893448076138,0.01305922109030995,-0.04982771162692852,0.022616254858595874,-0.051802819585670526,-0.019440291472524067,0.03837177549185276,0.08768634796762877,0.05885082781160214,-0.04209850632498559,-0.009504275851111434,-0.0014799911423110834,-0.04492870755025601,-0.009408616866662218,-0.047790048596753704
JAM3,-0.007174037052603043,0.02197096111783214,-0.0077216992419034975,0.007401410277096106,0.02145551017378798,-0.06955661201566908,-0.033487674195879155,-0.01704750488494575,-0.13928382490952246,-0.08590460713325991,-0.09977031246793255,0.09175396437598586,-0.037027885476749574,0.027830658718772074,0.015035374007232384,0.06748667494360151
TGFB2,-0.009464309336891815,0.014222708345185204,0.014209402047943567,0.018122033366004178,0.024547523618358935,-0.07276978801528541,-0.012921354206220976,-0.03911448217055285,-0.025680002938319804,-0.04246540635142149,0.07976145423602013,-0.0007822626625693585,0.02420559583542367,-0.020184277691840297,0.06403219882567643,-0.007488045887340905
COL18A1,-0.0044827324534344876,-0.00018925344357790603,0.0017922882329884887,-0.05062877458991229,0.03768606108864893,-0.023437061146047464,-0.058265577966503626,-0.0005509175501454468,-0.049259213287542854,0.007668289779546352,-0.07433345246629192,-0.07593801311155174,-0.06450947343909937,0.020861831033062744,-0.024637737899544085,0.13349017189452606
NODAL,0.02792669241350822,0.027313765522141042,-0.03506333022738303,0.0017651582441575574,0.06843626493636222,0.005581587414173222,,,,0.019832493857676454,0.06710129204715704,-0.037688829502788984,-0.0193090556871862,,-0.05289647873333281,
INHBB,0.04030351709911656,-0.010225273589685903,0.003125860594891034,0.008643686442331128,-0.01476478622619783,-0.021663462172610157,0.024693229934467938,0.04996546019642308,0.05531358070450656,-0.09536625908523784,0.006358573306375806,-0.02321000370380749,-0.038042957516238415,-0.06803729363349688,0.07809607122216533,0.04457741065266594
LCN1,0.03636487422025683,,,,,0.014716893353045947,,,,,,,,,-0.022865558363557328,
ARF4,-0.020850081204556177,0.07315880409404135,-0.006720314114821263,-0.03498240114865278,0.02297460867658734,-0.009839156718865844,0.08061598007244243,0.02557639292629452,-0.07180144855218527,-0.09390973183279672,0.04980981910371089,-0.020700009525382906,-0.018902825611089413,0.04381553375891268,0.021455039301905652,0.16637325824632565
CXCL14,-0.054475161140164,0.04348320080386225,0.05091504887328393,0.06046603053861582,0.07299139981815488,0.06408891253599369,-0.006188609863769593,0.061849919922722416,0.030816795995296638,0.11967470478685226,0.029244562933422334,-0.04539377604871866,0.016273253012835057,-0.04850629606870882,0.04363159839961815,0.033444778141102534
LIF,-0.05089496803484803,0.013894763262545991,0.019009771896263697,-0.04042965489566524,0.006650880267424804,-0.021695717244105524,-0.03958570315279509,-0.020997729639414896,-0.044489926371839066,-0.014154844116696333,-0.04427906548556803,-0.0054543430215040515,-0.04347395771233087,-0.026299883176143762,0.0046160383937944955,
IL17B,,,,,,-0.03516126743203316,,,,,,,0.03835170911338043,,-0.02585265724169422,
MMP1,0.03354559460530593,,,-0.011314794687178888,,,,,,,,,-0.017395263593172228,,-0.02223280714457533,
MATN1,0.17597470269586157,,,,0.02033425125097135,0.047430879373536204,-0.018993702779963584,,,-0.016723851833181005,,-0.004974694916413778,0.035317108411384565,,0.06113896155538873,
ADAM28,-0.043327943242879446,-0.0281416093703914,-0.026402288593267754,-0.008087622784313284,-0.0418650919495917,-0.06023951360585275,0.01207656150221473,-0.027549109670032074,-0.04239413721668428,-0.05883376487829056,0.07591258711735818,-0.016726104083774306,0.06331284779403251,-0.003809746377066005,0.039942704555608145,0.042542597873534406
TCN2,-0.0015600969508379114,0.004460241809632224,0.02899040304444235,0.08432445602642696,0.012612214842842709,-0.03929760980160931,-0.04447650281909352,0.00946554766162612,-0.019511894665324058,0.020120499139150885,-0.011040446564583532,0.03554458198901269,-0.001865642403642664,-0.03393422935414067,-0.012055143627539306,0.06939035211150028
THPO,-0.039012822279157956,,0.015778721695687174,,-0.0051919254302270675,0.02381432059024407,-0.031334693549367854,0.029476223789603344,0.0408224784570754,0.04513751962115843,-0.023843921368242576,,-0.02147599957593809,,-0.007651334889892295,
CUBN,-0.04331163255969554,-0.01791729711681179,0.0026507659831864153,-0.01585805552624042,-0.04152320010595702,-0.031273821346371806,-0.006433631761413762,-0.013916254525543662,-0.0013193871145138526,-0.03256867102795923,0.043572986705736345,-0.01779283515268568,-0.0010069252199400606,-0.04431089516462692,0.07853741673276216,
TIMP3,-0.039267002137671786,-0.057375469181590394,0.06985206070537993,0.021292548589821256,-0.02095433533874015,-0.09055449523928967,0.050262075062971236,-0.03622086804266133,0.07228343443101476,0.04120680993074578,0.04520231881535251,-0.0013134438100818485,-0.07466280249281679,-0.05660730735831275,0.03240465127022687,0.022033439618635336
PIGF,0.036266484332278894,0.013944334116620659,0.04966438277493927,-0.015764734202939213,0.05106917587775596,-0.056296622205233425,-0.021725928928206087,0.035113214051357214,0.042344040729750974,-0.05203919139458785,0.017987127645376248,-0.04561788656708146,-0.011619509476391721,-0.11554342541241495,0.010113969245177648,-0.02050756205573189
CRH,0.061236520180077456,-0.019391112624725447,-0.020081777354954283,0.11409496883902709,-0.02857632710775126,0.0631614053717909,-0.02049822185706331,-0.016115346302356823,0.03220413668387596,0.0836180191749244,,0.007019965741963175,-0.022871159043466004,-0.04138834656991576,0.01346493635036558,0.0053165947173369945
BDNF,0.004064467950164131,-0.017346491970406136,-0.003956935759646474,-0.02506722623491009,-0.015064623236080349,0.1220101380940299,0.008052694219859772,-0.017960698294619493,-0.04383589283060954,-0.018835354631927075,,-0.014972305854688301,-0.02523508093664193,0.15472423582507144,0.03671189253545635,-0.09693233972025518
CCL5,0.028610937892515623,-0.008212685915154594,-0.009321172522528317,0.009791337632752395,-0.0243623302409363,-0.048329190041182205,-0.0013520954031336697,0.012996191278202087,-0.0003905306646885806,0.11089040181215562,-0.03462160672874762,-0.050714505023988554,-0.043771207808175804,0.014324240231758031,-0.05070954249241258,
GAD1,0.005409644014571608,-0.0025852965227675566,-0.011540408680386971,0.1112477179124912,0.09094843232762197,0.11028959780038658,-0.0016376601723736815,-0.04206958883834919,0.18552244124246461,0.2162975278640964,0.12161128520566945,-0.034593260886156614,0.07692947633486995,0.04657255053798619,0.010040645898149859,-0.03667825314338474
COL14A1,-0.015551630716098757,-0.02419766154834073,-0.019459278600743767,0.01820978831985575,0.00618488610876849,-0.017518685785755373,-0.012190157026917654,-0.028620614718621904,-0.034004792589591125,-0.024761286790797622,-0.007782657037588996,-0.03913451752953606,0.023991135683356393,,0.0557474217439755,
HLA-A,-0.004291900082425837,-0.059010468043390184,0.08528184952882861,-0.12942442935785844,-0.025468163621363255,-0.09158142397467955,-0.015283252399787665,0.003634896656995594,-0.15390305799952853,-0.13218806125800084,0.031461745993327794,-0.07538054393343437,-0.014094224580141073,-0.08958457842565229,0.05202892648194041,-0.06313093998418272
CD5L,0.013087000238103231,-0.038400940852454234,,,,,,,0.030340423089710206,,-0.027217181003145845,,,,,
FGF18,-0.02417365326823699,,-0.015954821932361214,0.12257795194338401,0.03498790179758416,,-0.020352500822144765,,,,,,0.0316498149339228,,-0.03234333336182285,
ADM,-0.07349128407669951,0.03990697058733779,0.08389862600321477,-0.07590666496381902,0.041014369610710005,0.03680936755082553,-0.06804948699380158,0.0013133270291852816,-0.037491067502416944,-0.13419421673503504,0.02403326235369052,-0.021950911927523437,-0.03002575560380696,-0.10224134423457543,-0.015717203775172942,0.15327018786448718
CCL15,-0.006227322734668056,,,,,,,0.022454726311426716,,,,,,,,
GNAI2,-0.010348948310104166,0.027773656168210627,-0.01841384406218713,-0.041974930431361517,-0.05263213655768952,-0.08623421598817427,-0.006873795742621433,-0.012065876164169308,-0.11774540921850628,-0.03859158288538958,-0.07114934469900021,0.028228873266367072,0.007358419332355789,0.027650417799442054,-0.008708266200627781,-0.018697393207703746
HDC,,,,,,-0.03748595994285861,,-0.026599724920147318,,,,,,,-0.02355977547506125,
COL11A1,0.018263513076968864,0.015396584040760296,0.0016649856904170832,-0.016040938573988108,0.009959613712925773,0.12136417135532422,-0.03147195312887176,0.05689169844075913,0.08634123364923003,-0.020443351638174755,-0.04293440513124051,0.059338243671183705,-0.0338743801324154,,0.050677137891356944,-0.0542368282956996
NUCB2,0.04564445708939016,0.023914862752522137,0.004555493113866067,-0.027482522923981106,0.0036102698625559214,-0.011926746437556868,-0.029278133297090943,0.06567232716726427,0.041433335666352135,0.03233908439944911,-0.03535102599445906,-0.07164700513936825,-0.024299188542194823,-0.02663252867588891,0.037077392776396864,-0.06382563061983838
FGF16,,,,,,,,,,,,,,,-0.023215095979003966,
CXCL1,-0.006575006933534074,-0.020802026493910327,0.018562665543194988,-0.03605998149131788,,-0.009440237967045264,0.04699305563641947,-0.01988375028512201,-0.03751357289362277,0.035311803363983735,,0.015678851128979324,-0.015678362579293215,-0.011923219074596562,0.06680089000681864,0.13540893232887316
VCAN,-0.01815734796639833,0.013260755288170422,-0.05631632359955046,-0.052381284187522664,0.007261615654256753,-0.07459245914497174,0.015497042431906914,0.012609407311883208,-0.09516189529929975,-0.13223817477555128,-0.06139962141457165,0.0871450616451962,0.02532923773286399,-0.10170838009446398,0.05041523250858993,0.09739436779795653
MMP7,-0.030248422030504967,,-0.03171927129393457,,-0.004170433658576521,-0.015540172346328119,-0.01875811545528338,0.015411061526274687,-0.027123306782128244,-0.025848419776080538,,,-0.049924218224858576,,0.01817469814496755,
PTPN6,-0.06663729080682007,-0.01297403507166378,-0.01395389792233724,-0.006323641624102333,0.038608668103469586,-0.0018380558355280937,0.06868438784613881,-0.05517877227674683,0.004704166084256147,-0.03226358339390696,-0.008433851446209003,0.006441458794488069,0.07623707648276906,-0.04985706243590738,0.002867793729288054,0.09231273199159912
PTGS2,-0.06925515078349465,-0.018564717451019532,0.05009130332254934,-0.06138883717793926,0.001283997517533571,0.10732011828649077,-0.022294353207681725,-0.007430007032976553,0.024525316031449734,-0.029026216753675387,0.08682545548669866,0.09920917410407155,-0.04639456517692261,0.10543261854845544,0.018084573563397793,0.02419289450270799
XCL1,-0.029276565572650043,,0.032823014101435545,-0.012031222337648178,,,0.025840223872399752,,0.04636640312176434,,,,,,-0.017955778997746228,
CD58,0.04295913827876879,0.005507433732792897,-0.020717189314989018,-0.035649588809975985,-0.013544534990845064,-0.10487326618617121,-0.019602830558000793,0.0067531078619930945,0.07268715747230398,-0.05745591642740466,0.06874008534265093,-0.012908515971368493,-0.009773222619269505,-0.07921690678533777,0.08047919094499323,-0.036138329853652174
